year	week	away_team	home_team	away_score	home_score
4	16	26	27	-1	-1
4	16	12	9	-1	-1
4	16	14	15	-1	-1
4	16	5	4	-1	-1
4	16	21	22	-1	-1
4	16	2	3	-1	-1
4	16	30	31	-1	-1
4	16	7	13	-1	-1
4	16	18	17	-1	-1
4	16	11	8	-1	-1
4	16	23	20	-1	-1
4	17	28	30	-1	-1
4	17	9	8	-1	-1
4	17	4	7	-1	-1
4	17	25	26	-1	-1
4	17	13	14	-1	-1
4	17	21	20	-1	-1
4	17	1	2	-1	-1
4	17	27	24	-1	-1
4	17	3	0	-1	-1
4	17	18	16	-1	-1
4	17	11	10	-1	-1
4	17	6	5	-1	-1
4	17	22	23	-1	-1
4	17	31	29	-1	-1
4	17	15	12	-1	-1
4	17	19	17	-1	-1
